country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2/15/2020,7,4,-1,1,6,0
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2/16/2020,3,5,-2,-3,1,1
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2/17/2020,-1,0,-3,-2,8,1
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2/18/2020,0,1,-3,0,5,0
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2/19/2020,-3,-3,-4,-6,5,1
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2/20/2020,-2,-2,-5,-5,6,0
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2/21/2020,-2,-2,-8,-6,8,1
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2/22/2020,1,0,-1,-1,7,0
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2/23/2020,-3,0,0,-7,2,1
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2/24/2020,1,-1,6,-4,4,1
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2/25/2020,0,-2,11,-18,-43,11
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2/26/2020,-3,-1,0,-3,6,0
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2/27/2020,-2,-1,-4,-6,6,0
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2/28/2020,-1,1,-6,-6,8,0
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2/29/2020,5,6,-1,0,9,0
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,3/1/2020,2,7,0,-5,5,1
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,3/2/2020,0,2,-2,-5,9,0
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,3/3/2020,1,2,-2,-4,7,0
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,3/4/2020,-1,2,-1,-7,6,1
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,3/5/2020,0,2,-3,-6,7,0
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,3/6/2020,-3,-1,-9,-8,8,1
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,3/7/2020,0,2,-1,-4,7,1
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,3/8/2020,-4,2,-2,-9,3,1
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,3/9/2020,-3,1,-1,-7,7,1
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,3/10/2020,-4,3,-5,-11,-4,3
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,3/11/2020,-8,5,-6,-17,-5,4
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,3/12/2020,-8,8,-8,-17,-6,5
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,3/13/2020,-12,9,-16,-17,-9,7
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,3/14/2020,-18,5,-20,-15,-6,6
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,3/15/2020,-40,-10,-29,-42,-10,11
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,3/16/2020,-34,-4,-18,-42,-31,15
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,3/17/2020,-57,-21,-30,-63,-55,24
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,3/18/2020,-66,-36,-36,-72,-62,28
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,3/19/2020,-69,-41,-39,-75,-65,30
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,3/20/2020,-73,-45,-47,-79,-66,33
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,3/21/2020,-75,-48,-52,-78,-57,27
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,3/22/2020,-79,-53,-56,-79,-50,24
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,3/23/2020,-75,-50,-45,-81,-69,33
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,3/24/2020,-76,-51,-47,-81,-71,33
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,3/25/2020,-76,-51,-46,-81,-72,34
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,3/26/2020,-76,-52,-47,-81,-72,34
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,3/27/2020,-77,-51,-52,-83,-72,37
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,3/28/2020,-78,-53,-56,-82,-62,30
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,3/29/2020,-81,-59,-59,-82,-54,26
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,3/30/2020,-79,-59,-48,-84,-73,35
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,3/31/2020,-79,-57,-49,-83,-74,35
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,4/1/2020,-79,-58,-48,-84,-74,35
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,4/2/2020,-80,-58,-49,-84,-74,36
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,4/3/2020,-80,-58,-54,-85,-73,39
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,4/4/2020,-80,-58,-57,-84,-63,31
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,4/5/2020,-82,-62,-60,-84,-54,26
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,4/6/2020,-78,-57,-48,-84,-72,35
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,4/7/2020,-77,-54,-48,-83,-74,35
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,4/8/2020,-76,-50,-47,-83,-74,34
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,4/9/2020,-85,-65,-51,-86,-80,38
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,4/10/2020,-90,-78,-59,-90,-82,43
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,4/11/2020,-82,-60,-59,-86,-67,32
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,4/12/2020,-82,-62,-60,-84,-55,26
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,4/13/2020,-76,-53,-47,-83,-71,35
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,4/14/2020,-76,-52,-48,-82,-73,35
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,4/15/2020,-76,-53,-48,-83,-72,35
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,4/16/2020,-77,-54,-48,-84,-72,36
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,4/17/2020,-79,-56,-53,-85,-71,39
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,4/18/2020,-81,-61,-60,-84,-62,30
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,4/19/2020,-83,-66,-63,-85,-54,26
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,4/20/2020,-78,-58,-50,-84,-71,35
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,4/21/2020,-79,-60,-51,-84,-72,35
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,4/22/2020,-80,-62,-51,-85,-72,35
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,4/23/2020,-80,-62,-53,-85,-72,36
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,4/24/2020,-81,-63,-57,-86,-71,38
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,4/25/2020,-81,-62,-60,-85,-61,31
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,4/26/2020,-84,-69,-63,-85,-53,27
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,4/27/2020,-78,-60,-50,-84,-69,35
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,4/28/2020,-77,-58,-50,-83,-71,35
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,4/29/2020,-77,-57,-48,-83,-70,34
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,4/30/2020,-82,-50,-54,-79,-69,34
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,5/1/2020,-84,-53,-59,-82,-74,39
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,5/2/2020,-84,-53,-62,-79,-58,30
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,5/3/2020,-87,-63,-66,-81,-51,26
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,5/4/2020,-81,-51,-53,-78,-66,33
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,5/5/2020,-81,-48,-53,-77,-67,33
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,5/6/2020,-80,-47,-52,-76,-67,33
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,5/7/2020,-80,-47,-52,-77,-67,33
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,5/8/2020,-80,-47,-56,-78,-65,36
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,5/9/2020,-79,-45,-59,-75,-53,28
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,5/10/2020,-81,-51,-61,-76,-45,24
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,5/11/2020,-78,-45,-50,-75,-63,33
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,5/12/2020,-78,-44,-51,-75,-65,33
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,5/13/2020,-78,-44,-51,-76,-64,33
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,5/14/2020,-78,-44,-52,-76,-65,32
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,5/15/2020,-80,-50,-56,-79,-64,35
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,5/16/2020,-75,-38,-58,-72,-49,26
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,5/17/2020,-79,-48,-61,-74,-40,23
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,5/18/2020,-70,-33,-47,-68,-55,29
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,5/19/2020,-71,-35,-49,-69,-58,29
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,5/20/2020,-70,-34,-48,-70,-57,30
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,5/21/2020,-70,-34,-48,-70,-57,30
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,5/22/2020,-72,-37,-54,-72,-55,32
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,5/23/2020,-73,-38,-57,-70,-42,25
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,5/24/2020,-78,-47,-59,-73,-37,23
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,5/25/2020,-70,-34,-47,-72,-65,32
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,5/26/2020,-68,-33,-47,-67,-54,28
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,5/27/2020,-69,-34,-46,-68,-54,28
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,5/28/2020,-69,-34,-48,-68,-54,29
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,5/29/2020,-70,-33,-52,-69,-51,31
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,5/30/2020,-69,-32,-55,-67,-36,23
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,5/31/2020,-74,-40,-57,-69,-30,21
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,6/1/2020,-62,-21,-43,-59,-45,25
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,6/2/2020,-62,-22,-43,-59,-48,25
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,6/3/2020,-62,-22,-42,-59,-48,25
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,6/4/2020,-62,-22,-43,-59,-48,26
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,6/5/2020,-60,-24,-46,-61,-46,27
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,6/6/2020,-60,-23,-49,-59,-31,21
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,6/7/2020,-65,-32,-52,-62,-24,20
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,6/8/2020,-55,-19,-39,-56,-43,24
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,6/9/2020,-56,-22,-40,-56,-46,24
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,6/10/2020,-58,-24,-41,-58,-46,25
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,6/11/2020,-56,-22,-41,-56,-47,24
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,6/12/2020,-61,-27,-48,-65,-58,31
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,6/13/2020,-58,-23,-49,-58,-30,21
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,6/14/2020,-63,-31,-50,-60,-21,19
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,6/15/2020,-51,-17,-37,-54,-41,23
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,6/16/2020,-51,-14,-36,-53,-44,23
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,6/17/2020,-53,-18,-37,-55,-44,24
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,6/18/2020,-53,-26,-29,-59,-45,24
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,6/19/2020,-56,-29,-36,-62,-44,27
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,6/20/2020,-52,-23,-37,-57,-26,19
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,6/21/2020,-57,-30,-36,-60,-17,18
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,6/22/2020,-50,-24,-25,-56,-42,23
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,6/23/2020,-50,-23,-26,-55,-45,24
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,6/24/2020,-52,-25,-25,-58,-45,24
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,6/25/2020,-51,-24,-29,-57,-44,24
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,6/26/2020,-53,-25,-34,-59,-42,25
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,6/27/2020,-53,-25,-38,-57,-28,20
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,6/28/2020,-61,-36,-42,-62,-21,18
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,6/29/2020,-48,-22,-26,-55,-41,22
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,6/30/2020,-45,-18,-26,-55,-43,22
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,7/1/2020,-48,-20,-26,-57,-43,23
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,7/2/2020,-49,-22,-28,-58,-44,23
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,7/3/2020,-51,-24,-33,-59,-41,25
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,7/4/2020,-52,-26,-38,-59,-27,20
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,7/5/2020,-57,-30,-38,-62,-20,18
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,7/6/2020,-47,-22,-26,-56,-41,23
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,7/7/2020,-47,-20,-26,-56,-44,23
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,7/8/2020,-49,-23,-27,-58,-43,23
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,7/9/2020,-50,-25,-27,-58,-44,23
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,7/10/2020,-51,-24,-34,-59,-42,25
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,7/11/2020,-50,-18,-35,-57,-26,19
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,7/12/2020,-56,-29,-36,-61,-19,18
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,7/13/2020,-50,-26,-28,-58,-41,24
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,7/14/2020,-46,-20,-25,-56,-44,23
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,7/15/2020,-46,-20,-26,-57,-43,23
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,7/16/2020,-45,-17,-25,-57,-43,23
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,7/17/2020,-50,-21,-33,-59,-41,25
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,7/18/2020,-48,-20,-35,-57,-25,19
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,7/19/2020,-56,-29,-37,-61,-20,18
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,7/20/2020,-46,-19,-24,-56,-40,23
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,7/21/2020,-48,-23,-28,-57,-44,23
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,7/22/2020,-49,-22,-26,-58,-43,23
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,7/23/2020,-50,-23,-28,-59,-43,24
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,7/24/2020,-51,-24,-32,-60,-41,26
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,7/25/2020,-50,-23,-34,-57,-27,19
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,7/26/2020,-56,-30,-36,-61,-21,18
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,7/27/2020,-47,-22,-24,-57,-41,23
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,7/28/2020,-48,-22,-27,-57,-44,23
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,7/29/2020,-51,-25,-27,-59,-45,24
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,7/30/2020,-47,-20,-27,-57,-45,23
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,7/31/2020,-52,-23,-35,-65,-57,29
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,8/1/2020,-51,-24,-37,-59,-30,21
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,8/2/2020,-55,-27,-36,-60,-22,18
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,8/3/2020,-39,-9,-19,-50,-40,21
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,8/4/2020,-55,-27,-27,-65,-48,26
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,8/5/2020,-54,-27,-27,-66,-47,25
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,8/6/2020,-55,-29,-28,-66,-48,26
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,8/7/2020,-59,-34,-34,-69,-46,28
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,8/8/2020,-56,-29,-37,-66,-31,21
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,8/9/2020,-65,-41,-41,-69,-28,21
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,8/10/2020,-52,-25,-24,-65,-44,25
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,8/11/2020,-53,-27,-25,-64,-47,25
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,8/12/2020,-54,-27,-25,-66,-46,25
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,8/13/2020,-55,-28,-27,-66,-47,26
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,8/14/2020,-54,-26,-31,-66,-44,27
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,8/15/2020,-54,-24,-34,-64,-29,21
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,8/16/2020,-61,-34,-37,-67,-25,19
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,8/17/2020,-52,-24,-24,-64,-43,25
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,8/18/2020,-54,-27,-26,-63,-45,25
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,8/19/2020,-50,-23,-24,-59,-44,23
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,8/20/2020,-48,-22,-25,-57,-44,23
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,8/21/2020,-53,-26,-32,-65,-56,29
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,8/22/2020,-51,-25,-33,-60,-28,20
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,8/23/2020,-56,-31,-34,-61,-21,18
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,8/24/2020,-46,-21,-21,-56,-40,22
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,8/25/2020,-46,-20,-22,-56,-43,23
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,8/26/2020,-48,-22,-22,-57,-42,23
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,8/27/2020,-48,-22,-23,-58,-42,23
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,8/28/2020,-49,-23,-28,-59,-41,24
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,8/29/2020,-47,-21,-31,-55,-26,18
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,8/30/2020,-53,-27,-32,-58,-20,16
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,8/31/2020,-47,-22,-20,-63,-58,26
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,9/1/2020,-44,-19,-21,-54,-42,21
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,9/2/2020,-47,-22,-22,-57,-42,22
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,9/3/2020,-48,-24,-24,-58,-42,22
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,9/4/2020,-49,-24,-30,-60,-40,24
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,9/5/2020,-47,-22,-31,-57,-26,18
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,9/6/2020,-53,-28,-31,-58,-21,17
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,9/7/2020,-46,-24,-22,-57,-41,22
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,9/8/2020,-44,-19,-21,-55,-43,22
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,9/9/2020,-48,-24,-22,-58,-43,22
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,9/10/2020,-47,-23,-21,-58,-42,21
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,9/11/2020,-48,-23,-25,-59,-40,23
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,9/12/2020,-46,-20,-27,-55,-25,17
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,9/13/2020,-50,-25,-25,-57,-18,15
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,9/14/2020,-44,-21,-18,-57,-37,21
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,9/15/2020,-44,-18,-22,-55,-41,22
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,9/16/2020,-44,-16,-22,-55,-40,22
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,9/17/2020,-46,-20,-22,-57,-40,22
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,9/18/2020,-47,-21,-27,-58,-38,25
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,9/19/2020,-45,-20,-27,-54,-24,18
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,9/20/2020,-49,-23,-27,-56,-17,16
PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,9/21/2020,-44,-21,-20,-56,-39,22
